pmid,title,journal,year,article_type,is_case_report,country,decision,reason_code,ae_topic,bucket,reviewer
37341362,Protective role of quercetin and kaempferol against oxidative damage and photosynthesis inhibition in wheat chloroplasts under arsenic stress.,Physiologia plantarum,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37341785,Quercetin flavonoid and vitamin C recuperate kidney functions in potassium bromate-induced renal dysfunction in Wistar rats.,Naunyn-Schmiedeberg's archives of pharmacology,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
37353903,"Revisiting the pro-oxidant activity of copper: interplay of ascorbate, cysteine, and glutathione.",Metallomics : integrated biometal science,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
37363417,The impact of engineered nickel oxide nanoparticles on ascorbate glutathione cycle in ,Physiology and molecular biology of plants : an international journal of functional plant biology,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37365883,Can l-ascorbic acid and trans-resveratrol protect HaCaT cells from fine particulate matter toxicity?,Photochemistry and photobiology,2024,other,False,NR,exclude,R1_animal_invitro,,,R-A
37367921,Exogenous TiO,Metabolites,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37375903,Atrazine Toxicity: The Possible Role of Natural Products for Effective Treatment.,"Plants (Basel, Switzerland)",2023,review/meta-analysis,False,NR,exclude,R5_not_subject,,,R-A
37375993,Do Antimonite and Silicon Share the Same Root Uptake Pathway by Lsi1 in ,"Plants (Basel, Switzerland)",2023,other,False,NR,exclude,R6_food_materials,,,R-A
37376082,Laponite Composites: In Situ Films Forming as a Possible Healing Agent.,Pharmaceutics,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37393859,Silicon mediated redox homeostasis in the root-apex transition zone of rice plays a key role in aluminum tolerance.,Plant physiology and biochemistry : PPB,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37419768,"Melatonin, vitamins and minerals supplements for the treatment of Covid-19 and Covid-like illness: A prospective, randomized, double-blind multicenter study.","Explore (New York, N.Y.)",2024,clinical trial,False,Tunisia,exclude,R5_not_subject,,,R-A
37421600,Ascorbic Acid for Methemoglobinemia Treatment: A Case Report and Literature Review.,Journal of pharmacy practice,2024,case report,True,NR,exclude,R4_efficacy,,,R-A
37451004,"Polyamine, 1,3-diaminopropane, regulates defence responses on growth, gas exchange, PSII photochemistry and antioxidant system in wheat under arsenic toxicity.",Plant physiology and biochemistry : PPB,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37461701,Degradation of amyloid beta species by multi-copper oxidases.,bioRxiv : the preprint server for biology,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
37462794,"Preoperative mechanical bowel preparation using conventional versus hyperosmolar polyethylene glycol-electrolyte lavage solution before laparoscopic resection for colorectal cancer (TLUMP test): a phase III, multicenter randomized controlled non-inferiority trial.",Journal of gastroenterology,2023,clinical trial,False,Japan,include,,bowel-prep safety (ASC-PEG) pre-surgery,no_problem,R-A + R-B (adjudicated)
37464170,"Tracking the Variations in Trace Elements, Some Nutrients, Phenolics, and Anthocyanins in Grewia asiatica L. (Phalsa) at Different Fruit Development Stages.",Biological trace element research,2024,other,False,NR,exclude,R6_food_materials,,,R-A
37464734,Unusual Presentation of Pediatric Scurvy: A Necrotic Gastrostomy Tube Site in a 14-Year-Old Boy.,The American journal of case reports,2023,case report,True,United States,exclude,R2_no_ae,"scurvy (deficiency, poor wound healing)",,R-A + R-B (adjudicated)
37478591,Biogenic silicon nanoparticles mitigate cadmium (Cd) toxicity in rapeseed (Brassica napus L.) by modulating the cellular oxidative stress metabolism and reducing Cd translocation.,Journal of hazardous materials,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37478726,Melatonin and strigolactone mitigate chromium toxicity through modulation of ascorbate-glutathione pathway and gene expression in tomato.,Plant physiology and biochemistry : PPB,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37482552,Adjunctive intravenous then oral vitamin C for moderate and severe community-acquired pneumonia in hospitalized adults: feasibility of randomized controlled trial.,Scientific reports,2023,clinical trial,False,NR,include,,IV/oral vitamin C safety in pneumonia (reassuring),no_problem,R-A + R-B (adjudicated)
37482653,Efficacy and safety of 1 L polyethylene glycol plus ascorbic acid for bowel preparation in elderly: comparison with oral sulfate solution.,The Korean journal of internal medicine,2023,clinical trial,False,South Korea,include,,bowel-prep safety (PEG/Asc) in elderly,no_problem,R-A + R-B (adjudicated)
37491700,Interactions between chromium species and DNA in vitro and their potential role in the toxicity of hexavalent chromium.,Metallomics : integrated biometal science,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
37498330,Risk of Hypovitaminosis and Vitamin C Deficiency in Pediatric Patients Undergoing Cardiopulmonary Bypass.,Pediatric cardiology,2023,cohort/observational,False,NR,exclude,R2_no_ae,,,R-A
37500083,Intravenous vitamin C therapy in adult patients with sepsis: A rapid practice guideline.,Acta anaesthesiologica Scandinavica,2023,review/meta-analysis,False,NR,include,,IV vitamin C in sepsis (safety/outcomes),no_problem,R-A + R-B (adjudicated)
37514281,Blue Light Enhances Cadmium Tolerance of the Aquatic Macrophyte ,"Plants (Basel, Switzerland)",2023,other,False,NR,exclude,R6_food_materials,,,R-A
37525633,Combined effect of trehalose and spermidine to alleviate zinc toxicity in ,3 Biotech,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37536477,"Citric acid and hydrogen sulfide cooperate to mitigate chromium stress in tomato plants by modulating the ascorbate-glutathione cycle, chromium sequestration, and subcellular allocation of chromium.","Environmental pollution (Barking, Essex : 1987)",2023,other,False,NR,exclude,R6_food_materials,,,R-A
37538350,Protective roles of vitamin C and 5-aminosalicylic acid on reproduction in acrylamide intoxicated male mice.,Saudi journal of biological sciences,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
37539955,Interventions for chronic kidney disease in people with sickle cell disease.,The Cochrane database of systematic reviews,2023,review/meta-analysis,False,NR,exclude,R5_not_subject,,,R-A
37544179,"Activation of persulfate with natural organic acids (ascorbic acid/catechin hydrate) for naproxen degradation in water and soil: Mechanism, pathway, and toxicity assessment.",Journal of hazardous materials,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37544403,"Regulation of proline metabolism, AsA-GSH cycle, cadmium uptake and subcellular distribution in Brassica napus L. under the effect of nano-silicon.","Environmental pollution (Barking, Essex : 1987)",2023,other,False,NR,exclude,R6_food_materials,,,R-A
37545163,Computational insight of antioxidant and doxorubicin combination for effective cancer therapy.,Journal of biomolecular structure & dynamics,2024,other,False,NR,exclude,R1_animal_invitro,,,R-A
37557928,Ascorbic acid modulates testicular toxicity of Ampligo® 150 ZC insecticide in male rabbit (Oryctolagus cuniculus).,"Reproductive toxicology (Elmsford, N.Y.)",2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
37558115,Silicon dioxide nanoparticles suppress copper toxicity in Mentha arvensis L. by adjusting ROS homeostasis and antioxidant defense system and improving essential oil production.,Environmental research,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37563509,PGPR-driven phytoremediation and physiobiochemical response of Miscanthus × giganteus to stress induced by the trace elements.,Environmental science and pollution research international,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37567736,Musculocutaneous manifestations of scurvy.,BMJ case reports,2023,case report,True,NR,exclude,R2_no_ae,"scurvy (deficiency, musculocutaneous)",,R-A + R-B (adjudicated)
37573096,Using Cu,Analytica chimica acta,2023,other,False,NR,exclude,R3_reagent,,,R-A
37574430,"Efficacy of 1 L polyethylene glycol plus ascorbate versus 4 L polyethylene glycol in split-dose for colonoscopy cleansing in out and inpatient: A multicentre, randomized trial (OVER 2019).",Digestive and liver disease : official journal of the Italian Society of Gastroenterology and the Italian Association for the Study of the Liver,2024,clinical trial,False,Italy,include,,bowel-prep safety/tolerability (PEG+ASC),no_problem,R-A + R-B (adjudicated)
37577913,Monosodium Glutamate Effect on The Expression of ɑ7nACHR and ɑ4nACHR Subunits in The Testicular Tissue.,International journal of fertility & sterility,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
37590011,Metabolic exhaustion and casein kinase 1α drive deguelin-induced premature red blood cell death.,Xenobiotica; the fate of foreign compounds in biological systems,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
37593156,"Bowel cleansing effectiveness and safety of 1L PEG + Asc in the real-world setting: Observational, retrospective, multicenter study of over 13000 patients.",Endoscopy international open,2023,cohort/observational,False,NR,include,,real-world safety (1L PEG+Asc bowel prep),no_problem,R-A + R-B (adjudicated)
37619831,Fertility-enhancing effects of inositol & vitamin C on cisplatin induced ovarian and uterine toxicity in rats via suppressing oxidative stress and apoptosis.,Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
37624361,Iron and Copper Alter the Oxidative Potential of Secondary Organic Aerosol: Insights from Online Measurements and Model Development.,Environmental science & technology,2023,other,False,NR,exclude,R3_reagent,,,R-A
37627437,Development of Novel Formulation for Sustained Release of Drug to Prevent Swainsonine-Containing Plants Poisoning in Livestock.,Animals : an open access journal from MDPI,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
37628908,Transcriptome Sequencing Analysis of Root in Soybean Responding to Mn Poisoning.,International journal of molecular sciences,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37629109,Iron Load Toxicity in Medicine: From Molecular and Cellular Aspects to Clinical Implications.,International journal of molecular sciences,2023,review/meta-analysis,False,NR,exclude,R5_not_subject,,,R-A
37651952,How could actinobacteria augment the growth and redox homeostasis in barley plants grown in TiO,Plant physiology and biochemistry : PPB,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37655723,"Efficacy and safety of oral sodium sulfate tablet compared with 1-L polyethylene glycol plus ascorbate: a prospective, randomized, endoscopist-blinded trial.",Journal of gastroenterology and hepatology,2023,clinical trial,False,NR,include,,bowel-prep safety/tolerability (PEG-A),no_problem,R-A + R-B (adjudicated)
37660623,Increased ascorbic acid synthesis by overexpression of AcGGP3 ameliorates copper toxicity in kiwifruit.,Journal of hazardous materials,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37671087,Effect of graphene on soybean root colonization by ,Plant direct,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37673272,Combined effects of microcystin-LR and rice straw-derived biochar on the hepatic antioxidant capacity of zebrafish: Insights from LC-MS/MS-based metabolomics analysis.,The Science of the total environment,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
37678141,"Discovery of novel benzofuran-based derivatives as acetylcholinesterase inhibitors for the treatment of Alzheimer's disease: Design, synthesis, biological evaluation, molecular docking and 3D-QSAR investigation.",European journal of medicinal chemistry,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
37683066,Clinical Efficacy of Topical Vitamin C on the Appearance of Wrinkles: A Systematic Literature Review.,Journal of drugs in dermatology : JDD,2023,review/meta-analysis,False,NR,exclude,R4_efficacy,,,R-A
37687353,"Role of Arbuscular Mycorrhizal Fungi in Regulating Growth, Enhancing Productivity, and Potentially Influencing Ecosystems under Abiotic and Biotic Stresses.","Plants (Basel, Switzerland)",2023,review/meta-analysis,False,NR,exclude,R6_food_materials,,,R-A
37694779,Role of Vitamins in Cardiovascular Health: Know Your Facts-Part 2.,Current vascular pharmacology,2023,review/meta-analysis,False,United States,include,,vitamin C cardiovascular safety/benefit review,no_problem,R-A + R-B (adjudicated)
37695484,Oxalic acid-assisted phytoextraction of heavy metal contaminated wastewater through Lemna minor L.,Environmental science and pollution research international,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37698654,Water-soluble vitamins and trace elements in children with chronic kidney disease stage 5d.,"Pediatric nephrology (Berlin, Germany)",2024,review/meta-analysis,False,NR,include,,micronutrient (vitamin C) toxicity/deficiency in dialysis children,no_problem,R-A + R-B (adjudicated)
37716076,Melatonin or vitamin C attenuates lead acetate-induced testicular oxidative and inflammatory damage in mice by inhibiting oxidative stress mediated NF-κB signaling.,Ecotoxicology and environmental safety,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
37720762,Chromium(VI) Toxicity and Active Tolerance Mechanisms of Wheat Plant Treated with Plant Growth-Promoting Actinobacteria and Olive Solid Waste.,ACS omega,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37729262,"Investigation of an outbreak of disease compatible with scurvy in a male penitentiary in the state of Ceará, Brazil, 2019-2020: a case-control study.",Epidemiologia e servicos de saude : revista do Sistema Unico de Saude do Brasil,2023,cohort/observational,False,Brazil,exclude,R2_no_ae,scurvy outbreak (deficiency),,R-A + R-B (adjudicated)
37734571,ATR activation by Cr-DNA damage is a major survival response establishing late S and G2 checkpoints after Cr(VI) exposure.,Toxicology and applied pharmacology,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
37740936,Serratia marcescens induces apoptosis in Diaphorina citri gut cells via reactive oxygen species-mediated oxidative stress.,Pest management science,2024,other,False,NR,exclude,R1_animal_invitro,,,R-A
37742328,Randomized trial to assess the potential role of ascorbic acid and statin for post-contrast acute kidney injury prevention.,International urology and nephrology,2024,clinical trial,False,NR,include,,reassuring safety (ascorbic acid for PC-AKI prevention),no_problem,R-A + R-B (adjudicated)
37758045,Hydrogen Peroxide Mediates Pharmacological Ascorbate Induced Radio-Sensitization of Pancreatic Cancer Cells by Enhancing G2-accumulation and Reducing Cyclin B1 Protein Levels.,Radiation research,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
37759048,Synergistic effects of exogenous glutathione and calcium on ascorbate-glutathione cycle and glutathione-associated enzymes upregulation under lead stress in Brassica napus L.,Environmental science and pollution research international,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37759986,Pharmacologic Ascorbate and DNMT Inhibitors Increase DUOX Expression and Peroxide-Mediated Toxicity in Pancreatic Cancer.,"Antioxidants (Basel, Switzerland)",2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
37761859,"Oxalate (dys)Metabolism: Person-to-Person Variability, Kidney and Cardiometabolic Toxicity.",Genes,2023,review/meta-analysis,False,NR,exclude,R5_not_subject,,,R-A
37762612,γ-Aminobutyric Acid Priming Alleviates Acid-Aluminum Toxicity to Creeping Bentgrass by Regulating Metabolic Homeostasis.,International journal of molecular sciences,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37764276,Stimulation of Hemolysis and Eryptosis by α-Mangostin through Rac1 GTPase and Oxidative Injury in Human Red Blood Cells.,"Molecules (Basel, Switzerland)",2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
37770145,Assessing phytotoxicity and cyto-genotoxicity of two insecticides using a battery of in-vitro biological assays.,Mutation research. Genetic toxicology and environmental mutagenesis,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
37772573,Vitamin C Improves the Inhibitory Effects of Oxaliplatin on HCT-116 Colorectal Cancer Growth and Progression Through Cellular Oxidant Function-associated Cadherin Molecules.,Anticancer research,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
37793262,Exploring the mechanism of exopolysaccharides in mitigating cadmium toxicity in rice through analyzing the changes of antioxidant system.,Journal of hazardous materials,2024,other,False,NR,exclude,R6_food_materials,,,R-A
37793419,[Skeletal pain in pediatric patients: Scurvy as a rare differential diagnosis].,RoFo : Fortschritte auf dem Gebiete der Rontgenstrahlen und der Nuklearmedizin,2024,case report,True,NR,exclude,R2_no_ae,"scurvy (deficiency, skeletal pain)",,R-A + R-B (adjudicated)
37794744,Utility of vitamin C in ameliorating citalopram-induced testicular toxicity via modulating nitro-oxidative stress and apoptosis in mice.,Journal of biochemical and molecular toxicology,2024,other,False,NR,exclude,R1_animal_invitro,,,R-A
37795755,"Scurvy: old disease, new lessons.",Paediatrics and international child health,2023,review/meta-analysis,False,NR,exclude,R2_no_ae,scurvy (deficiency) review,,R-A + R-B (adjudicated)
37801672,Methemoglobinemia and acute ıntravascular hemolysis after naphthalene poisoning in a pediatric patient.,Archivos argentinos de pediatria,2024,case report,True,NR,exclude,R5_not_subject,,,R-A
37821783,The Effectiveness of Time in Treatment with Vitamin C and Broccoli Extract on Cadmium Poisoning in Mice: Histological Changes of Testicular Tissue and Cell Apoptotic Index.,Biological trace element research,2024,other,False,NR,exclude,R1_animal_invitro,,,R-A
37823170,"Vitamin C supplementation lowers advanced glycation end products (AGEs) and malondialdehyde (MDA) in patients with type 2 diabetes: A randomized, double-blind, placebo-controlled clinical trial.",Food science & nutrition,2023,clinical trial,False,NR,include,,reassuring safety (vitamin C in T2D RCT),no_problem,R-A + R-B (adjudicated)
37836175,"Effect of Eco-Friendly Application of Bee Honey Solution on Yield, Physio-Chemical, Antioxidants, and Enzyme Gene Expressions in Excessive Nitrogen-Stressed Common Bean (","Plants (Basel, Switzerland)",2023,other,False,NR,exclude,R6_food_materials,,,R-A
37848569,Tamoxifen induces eryptosis through calcium accumulation and oxidative stress.,"Medical oncology (Northwood, London, England)",2023,other,False,NR,exclude,R5_not_subject,,,R-A
37866596,Arsenic accumulation pattern in water-soil-rice systems: A study of tolerance mechanisms and associated health risks.,The Science of the total environment,2024,other,False,NR,exclude,R6_food_materials,,,R-A
37875018,Alleviation of salinity stress in zinc oxide nanoparticle-treated ,Functional plant biology : FPB,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37875021,Synergistic mitigation of nickel toxicity in pepper (,Functional plant biology : FPB,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37882925,Proteome insights of citric acid-mediated cadmium toxicity tolerance in Brassica napus L.,Environmental science and pollution research international,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37889997,Pseudoparalysis Secondary to Vitamin C Deficiency: A Rare Presentation in a Toddler.,JBJS case connector,2023,case report,True,NR,exclude,R2_no_ae,"scurvy (deficiency, pseudoparalysis)",,R-A + R-B (adjudicated)
37890246,Potential role of apple wood biochar in mitigating mercury toxicity in corn (Zea mays L.).,Ecotoxicology and environmental safety,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37890251,Integrated physiological and omics analyses reveal the mechanism of beneficial fungal Trichoderma sp. alleviating cadmium toxicity in tobacco (Nicotiana tabacum L.).,Ecotoxicology and environmental safety,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37891932,Quinoline Derivatives: Promising Antioxidants with Neuroprotective Potential.,"Antioxidants (Basel, Switzerland)",2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
37896078,Metabolic Responses to Manganese Toxicity in Soybean Roots and Leaves.,"Plants (Basel, Switzerland)",2023,other,False,NR,exclude,R6_food_materials,,,R-A
37897896,Alleviation of microplastic toxicity in soybean by arbuscular mycorrhizal fungi: Regulating glyoxalase system and root nodule organic acid.,Journal of environmental management,2024,other,False,NR,exclude,R6_food_materials,,,R-A
37914045,Melatonin alleviated cadmium accumulation and toxicity by modulating phytohormonal balance and antioxidant metabolism in rice.,Chemosphere,2024,other,False,NR,exclude,R6_food_materials,,,R-A
37914115,Mitigating chromium toxicity in rice (Oryza sativa L.) via ABA and 6-BAP: Unveiling synergistic benefits on morphophysiological traits and ASA-GSH cycle.,The Science of the total environment,2024,other,False,NR,exclude,R6_food_materials,,,R-A
37926000,Antioxidant defense in cotton under environmental stresses: Unraveling the crucial role of a universal defense regulator for enhanced cotton sustainability.,Plant physiology and biochemistry : PPB,2023,review/meta-analysis,False,NR,exclude,R6_food_materials,,,R-A
37936030,Ascorbic acid and selenium nanoparticles synergistically interplay in chromium stress mitigation in rice seedlings by regulating oxidative stress indicators and antioxidant defense mechanism.,Environmental science and pollution research international,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37942584,Ascorbate protects human kidney organoids from damage induced by cell-free hemoglobin.,Disease models & mechanisms,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
37944720,"Antibacterial and antioxidant activities of a novel biosynthesized selenium nanoparticles using Rosa roxburghii extract and chitosan: Preparation, characterization, properties, and mechanisms.",International journal of biological macromolecules,2024,other,False,NR,exclude,R6_food_materials,,,R-A
37961045,,Saudi journal of biological sciences,2023,other,False,NR,exclude,R3_reagent,,,R-A
37962947,Protective effect of selenium and vitamin C on the fertility of male rats given penconazole.,JBRA assisted reproduction,2024,other,False,NR,exclude,R1_animal_invitro,,,R-A
37979422,Mechanism and synergistic effect of sulfadiazine (SDZ) and cadmium toxicity in spinach (Spinacia oleracea L.) and its alleviation through zinc fortification.,Journal of hazardous materials,2024,other,False,NR,exclude,R6_food_materials,,,R-A
37979575,Mechanism of selenite tolerance during barley germination: A combination of tissue selenium metabolism alterations and ascorbate-glutathione cycle modulation.,Plant physiology and biochemistry : PPB,2023,other,False,NR,exclude,R6_food_materials,,,R-A
37984288,"Combined Astragalus, vitamin C, and vitamin E alleviate DEHP-induced oxidative stress and the decreased of insulin synthesis and secretion in INS-1 cells.",Ecotoxicology and environmental safety,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
37988994,The toxicological effect on pak choi of co-exposure to degradable and non-degradable microplastics with oxytetracycline in the soil.,Ecotoxicology and environmental safety,2023,other,False,NR,exclude,R6_food_materials,,,R-A
38015338,Natural compound targeting BDNF V66M variant: insights from in silico docking and molecular analysis.,AMB Express,2023,other,False,NR,exclude,R3_reagent,,,R-A
38027408,Protective effect of vitamin C against thiamethoxam-induced toxicity in male rats.,Open veterinary journal,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
38027912,"Effects of gamma-radiation on microbial, nutritional, and functional properties of Katimon mango peels: A combined biochemical and in silico studies.",Heliyon,2023,other,False,NR,exclude,R6_food_materials,,,R-A
38036068,Intracellular ascorbate is a safe-guard and/or reservoir for plasma vitamin C in prostate cancer patients undergoing radiotherapy.,Free radical biology & medicine,2024,cohort/observational,False,NR,exclude,R2_no_ae,,,R-A
38039582,COI1 dependent jasmonic acid signalling positively modulates ROS scavenging system in transgenic hairy root culture of tomato.,Plant physiology and biochemistry : PPB,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38047999,Application of biochar and humic acid improves the physiological and biochemical processes of rice (Oryza sativa L.) in conferring plant tolerance to arsenic-induced oxidative stress.,Environmental science and pollution research international,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38049537,Infantile scurvy as a consequence of agricultural intensification in the 1st millennium BCE Etruria Campana.,Scientific reports,2023,other,False,Italy,exclude,R2_no_ae,"scurvy (deficiency, archaeological)",,R-A + R-B (adjudicated)
38049955,Efficacy and safety of short-term edaravone or nerve growth factor add-on therapy for alcohol-related brain damage: A multi-centre randomised control trial.,"Addiction (Abingdon, England)",2024,clinical trial,False,China,exclude,R5_not_subject,,,R-A
38061671,Toxicological effects of acute and repeated doses (180 days) of fruits from Malpighia emarginata (acerola) in rodents.,Toxicon : official journal of the International Society on Toxinology,2024,other,False,NR,exclude,R1_animal_invitro,,,R-A
38062351,"Modulation of sunflower growth via regulation of antioxidants, oil content and gas exchange by arbuscular mycorrhizal fungi and quantum dot biochar under chromium stress.",BMC plant biology,2023,other,False,NR,exclude,R6_food_materials,,,R-A
38071652,Phenomic profiling to reveal tolerance mechanisms and regulation of ascorbate-glutathione cycle in wheat varieties (Triticum aestivum L.) under arsenic stress.,Environmental geochemistry and health,2023,other,False,NR,exclude,R6_food_materials,,,R-A
38072104,Mechanism of interaction between ascorbic acid and soil iron-containing minerals for peroxydisulfate activation and organophosphorus flame retardant degradation.,Environmental research,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38086507,"Graphene oxide-based aerogel stimulates growth, mercury accumulation, photosynthesis-related gene expression, antioxidant efficiency and redox status in wheat under mercury exposure.","Environmental pollution (Barking, Essex : 1987)",2024,other,False,NR,exclude,R6_food_materials,,,R-A
38091729,Mitigating salt toxicity and overcoming phosphate deficiency alone and in combination in pepper (Capsicum annuum L.) plants through supplementation of hydrogen sulfide.,Journal of environmental management,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38095544,The Clinical and Pathological Characteristics of Patients with Oxalate Nephropathy.,Kidney360,2024,cohort/observational,False,United States,include,,oxalate nephropathy / AKI (oxalate/precursor incl vitamin C),confirmed_risk,R-A + R-B (adjudicated)
38105670,Evaluation of antimicrobial and antioxidant activity of zinc oxide nanoparticles biosynthesized with Ziziphus spina-christi leaf extracts.,"Journal of environmental science and health. Part C, Toxicology and carcinogenesis",2024,other,False,NR,exclude,R6_food_materials,,,R-A
38138986,Differential H,International journal of molecular sciences,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
38160038,Scurvy presenting as difficulty in walking in a child.,BMJ case reports,2023,case report,True,NR,exclude,R2_no_ae,"scurvy (deficiency, gait)",,R-A + R-B (adjudicated)
38162922,Arbuscular mycorrhiza augments aluminum tolerance in white clover (,Physiology and molecular biology of plants : an international journal of functional plant biology,2023,other,False,NR,exclude,R6_food_materials,,,R-A
38169223,"Silicon and arbuscular mycorrhizal fungi alleviate chromium toxicity in Brassica rapa by regulating Cr uptake, antioxidant defense expression, the glyoxalase system, and secondary metabolites.",Plant physiology and biochemistry : PPB,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38172747,Reversible severe pulmonary hypertension related to scurvy in children.,BMC cardiovascular disorders,2024,case report,True,NR,exclude,R2_no_ae,"scurvy (deficiency, pulmonary hypertension)",,R-A + R-B (adjudicated)
38176172,Prophylactic vitamin C supplementation regulates DNA demethylation to protect against cisplatin-induced acute kidney injury in mice.,Biochemical and biophysical research communications,2024,other,False,NR,exclude,R1_animal_invitro,,,R-A
38187496,Modulation of Hypoxia-Inducible Factors and Vascular Endothelial Growth Factor Expressions by Superfood Camu-Camu (,Journal of ophthalmology,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
38203560,Silicon-Selenium Interplay Imparts Cadmium Resistance in Wheat through an Up-Regulating Antioxidant System.,International journal of molecular sciences,2023,other,False,NR,exclude,R6_food_materials,,,R-A
38211521,Polystyrene microplastics enhanced the effect of PFOA on Chlorella sorokiniana: Perspective from the cellular and molecular levels.,Journal of hazardous materials,2024,other,False,NR,exclude,R1_animal_invitro,,,R-A
38218516,Management of excessive soil H+ ion induced toxicities by application of organic seaweed amendment enhances photosynthesis and resource use efficiencies in rice (Oryza sativa).,Environmental research,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38224320,Melatonin alleviates cadmium toxicity by regulating root endophytic bacteria community structure and metabolite composition in apple.,Tree physiology,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38234212,What Do We C in Children With Scurvy? A Case Series Focused on Musculoskeletal Symptoms.,Hospital pediatrics,2024,case series,False,NR,exclude,R2_no_ae,"scurvy (deficiency, musculoskeletal)",,R-A + R-B (adjudicated)
38235099,Development of a protocol of isolation of nanoparticles from patients' broncho-alveolar lavages for their ,Nanoscale advances,2024,other,False,NR,exclude,R3_reagent,,,R-A
38237875,"The John N. Insall Award: Does Melatonin Improve Subjective Sleep Quality After Total Knee Arthroplasty? A Randomized, Placebo-Controlled Trial.",The Journal of arthroplasty,2024,clinical trial,False,NR,exclude,R5_not_subject,,,R-A
38251153,MRI Detection and Therapeutic Enhancement of Ferumoxytol Internalization in Glioblastoma Cells.,"Nanomaterials (Basel, Switzerland)",2024,other,False,NR,exclude,R1_animal_invitro,,,R-A
38283477,Oxalate Nephropathy: A Case Report of Acute Kidney Injury Due to Juice Diet.,Cureus,2023,case report,True,NR,include,,oxalate nephropathy / AKI from ascorbic acid,confirmed_risk,R-A + R-B (adjudicated)
38283971,"Salicylic acid alleviates the effects of cadmium and drought stress by regulating water status, ions, and antioxidant defense in ",Frontiers in plant science,2023,other,False,NR,exclude,R6_food_materials,,,R-A
38296501,Unusual case of 'scorbutic proptosis'.,BMJ case reports,2024,case report,True,NR,exclude,R2_no_ae,"scurvy (deficiency, proptosis)",,R-A + R-B (adjudicated)
38304740,Zinc-oxide nanoparticles ameliorated the phytotoxic hazards of cadmium toxicity in maize plants by regulating primary metabolites and antioxidants activity.,Frontiers in plant science,2024,other,False,NR,exclude,R6_food_materials,,,R-A
